Order,Publish Date,Title,Story Arc,Detail Link
"25,863",12/2014,Storm (2014) #4,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38403
"25,864",01/2015,Storm (2014) #5,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38404
"25,865",12/2014,Nightcrawler (2014) #7,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38405
"25,866",12/2014,Wolverine and the X-Men (2014) #10,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38406
"25,867",12/2014,Wolverine and the X-Men (2014) #11,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38407
"25,868",01/2015,Death of Wolverine: Life After Logan (2015) ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38408
"25,869",01/2015,Death of Wolverine: Life After Logan (2015) ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38409
"25,870",01/2015,Death of Wolverine: Life After Logan (2015) ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38444
"25,871",12/2014,Death of Wolverine: Deadpool and Captain ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38445
"25,872",12/2014,Death of Wolverine: The Logan Legacy (2014) ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38446
"25,873",12/2014,Death of Wolverine: The Logan Legacy (2014) ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38447
"25,874",12/2014,Death of Wolverine: The Logan Legacy (2014) ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38448
"25,875",01/2015,Death of Wolverine: The Logan Legacy (2014) ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38449
"25,876",01/2015,Death of Wolverine: The Logan Legacy (2014) ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38450
"25,877",02/2015,Death of Wolverine: The Logan Legacy (2014) ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38451
"25,878",02/2015,Death of Wolverine: The Logan Legacy (2014) ...,Death of Wolverine,https://cmro.travis-starnes.com/detail.php?idvalue=38452
"25,879",12/2014,Uncanny Avengers (2012) #25,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38453
"25,880",12/2014,Avengers and X-Men: Axis (2014) #1,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38462
"25,881",12/2014,Avengers and X-Men: Axis (2014) #2,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38463
"25,882",12/2014,Loki: Agent of Asgard (2014) #7,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38464
"25,883",12/2014,Magneto (2014) #11,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38465
"25,884",12/2014,All-New X-Factor (2014) #15,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38466
"25,885",12/2014,Avengers and X-Men: Axis (2014) #3,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38467
"25,886",12/2014,Deadpool (2013) #36,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38468
"25,887",01/2015,Magneto (2014) #12,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38469
"25,888",01/2015,All-New X-Factor (2014) #16,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38470
"25,889",12/2014,Axis: Revolutions (2014) #1 [A Story],Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38471
"25,890",12/2014,Axis: Revolutions (2014) #1 [B Story],Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38482
"25,891",12/2014,Axis: Hobgoblin (2014) #1,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38483
"25,892",12/2014,Axis: Carnage (2014) #1,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38484
"25,893",01/2015,Axis: Carnage (2014) #2,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38485
"25,894",02/2015,Axis: Carnage (2014) #3,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38486
"25,895",01/2015,Avengers and X-Men: Axis (2014) #4,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38487
"25,896",02/2015,Amazing X-Men (2014) #14,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38488
"25,897",01/2015,Wolverine and the X-Men (2014) #12,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38489
"25,898",01/2015,Axis: Hobgoblin (2014) #2,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38490
"25,899",01/2015,Superior Iron Man (2015) #1,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38491
"25,900",01/2015,Captain America and the Mighty Avengers ...,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38518
"25,901",01/2015,Captain America and the Mighty Avengers ...,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38519
"25,902",02/2015,Captain America and the Mighty Avengers ...,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38520
"25,903",01/2015,Avengers and X-Men: Axis (2014) #5,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38521
"25,904",01/2015,Nova (2013) #23,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38522
"25,905",01/2015,Nova (2013) #24,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38523
"25,906",02/2015,Inhuman (2014) #9,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38524
"25,907",02/2015,Inhuman (2014) #10,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38525
"25,908",01/2015,Deadpool (2013) #37,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38526
"25,909",02/2015,Deadpool (2013) #38,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38527
"25,910",01/2015,Axis: Revolutions (2014) #2 [A Story],Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38565
"25,911",01/2015,Axis: Revolutions (2014) #2 [B Story],Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38566
"25,912",01/2015,Loki: Agent of Asgard (2014) #8,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38567
"25,913",02/2015,Axis: Revolutions (2014) #3 [A Story],Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38568
"25,914",02/2015,Axis: Revolutions (2014) #3 [B Story],Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38569
"25,915",02/2015,Axis: Hobgoblin (2014) #3,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38570
"25,916",02/2015,All-New X-Factor (2014) #17,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38571
"25,917",01/2015,Avengers World (2014) #15,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38572
"25,918",02/2015,Avengers World (2014) #16,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38573
"25,919",02/2015,Axis: Revolutions (2014) #4 [A Story],Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38574
"25,920",02/2015,Axis: Revolutions (2014) #4 [B Story],Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38575
"25,921",01/2015,Avengers and X-Men: Axis (2014) #6,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38593
"25,922",01/2015,Superior Iron Man (2015) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=38594
"25,923",02/2015,Superior Iron Man (2015) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=38595
"25,924",03/2015,Superior Iron Man (2015) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=38596
"25,925",02/2015,Avengers and X-Men: Axis (2014) #7,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38597
"25,926",02/2015,Avengers and X-Men: Axis (2014) #8,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38598
"25,927",02/2015,Avengers and X-Men: Axis (2014) #9,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38599
"25,928",02/2015,Loki: Agent of Asgard (2014) #9,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38600
"25,929",02/2015,Deadpool (2013) #39,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38601
"25,930",02/2015,Nova (2013) #25,Axis,https://cmro.travis-starnes.com/detail.php?idvalue=38602
"25,931",12/2014,Thor (2014) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38617
"25,932",01/2015,Thor (2014) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=38618
"25,933",02/2015,Thor (2014) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=38619
"25,934",03/2015,Thor (2014) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=38620
"25,935",10/2014,All-New X-Men (2013) #31,-,https://cmro.travis-starnes.com/detail.php?idvalue=38621
"25,936",11/2014,All-New X-Men (2013) #32,-,https://cmro.travis-starnes.com/detail.php?idvalue=38622
"25,937",12/2014,All-New X-Men (2013) #33,-,https://cmro.travis-starnes.com/detail.php?idvalue=38623
"25,938",02/2015,All-New X-Men (2013) #34,-,https://cmro.travis-starnes.com/detail.php?idvalue=38624
"25,939",03/2015,All-New X-Men (2013) #35,-,https://cmro.travis-starnes.com/detail.php?idvalue=38625
"25,940",02/2015,All-New X-Men (2013) #36,-,https://cmro.travis-starnes.com/detail.php?idvalue=38626
"25,941",03/2015,All-New X-Men (2013) #37,-,https://cmro.travis-starnes.com/detail.php?idvalue=38646
"25,942",03/2015,Captain America and the Mighty Avengers ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=38647
"25,943",03/2015,Inhuman (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38648
"25,944",04/2015,Inhuman (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38649
"25,945",10/2014,Hulk (2014) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=38650
"25,946",11/2014,Hulk (2014) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=38652
"25,947",11/2014,Hulk Annual (2014) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38651
"25,948",12/2014,Hulk (2014) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=38653
"25,949",01/2015,Hulk (2014) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=38654
"25,950",02/2015,Hulk (2014) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=38655
"25,951",03/2015,Hulk (2014) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=38667
"25,952",04/2015,Hulk (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38668
"25,953",03/2015,Operation S.I.N. (2015) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38669
"25,954",04/2015,Operation S.I.N. (2015) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=38670
"25,955",05/2015,Operation S.I.N. (2015) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=38671
"25,956",06/2015,Operation S.I.N. (2015) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=38672
"25,957",07/2015,Operation S.I.N. (2015) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=38673
"25,958",09/2014,Secret Avengers (2014) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=38674
"25,959",09/2014,Secret Avengers (2014) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=38675
"25,960",10/2014,Secret Avengers (2014) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=38676
"25,961",11/2014,Secret Avengers (2014) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=38684
"25,962",12/2014,Secret Avengers (2014) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=38685
"25,963",01/2015,Secret Avengers (2014) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=38686
"25,964",02/2015,Secret Avengers (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38687
"25,965",03/2015,Secret Avengers (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38688
"25,966",04/2015,Secret Avengers (2014) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=38689
"25,967",05/2015,Secret Avengers (2014) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=38690
"25,968",06/2015,Secret Avengers (2014) #15,-,https://cmro.travis-starnes.com/detail.php?idvalue=38691
"25,969",03/2015,Unbeatable Squirrel Girl (2015) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38692
"25,970",04/2015,Unbeatable Squirrel Girl (2015) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=38693
"25,971",05/2015,Unbeatable Squirrel Girl (2015) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=38696
"25,972",06/2015,Unbeatable Squirrel Girl (2015) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=38656
"25,973",10/2014,She-Hulk (2014) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=38704
"25,974",11/2014,She-Hulk (2014) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=38705
"25,975",12/2014,She-Hulk (2014) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=38706
"25,976",01/2015,She-Hulk (2014) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=38707
"25,977",02/2015,She-Hulk (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38708
"25,978",03/2015,She-Hulk (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38709
"25,979",02/2015,Storm (2014) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=38710
"25,980",03/2015,Storm (2014) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=38711
"25,981",04/2015,Storm (2014) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=38712
"25,982",02/2015,Angela: Asgard's Assassin (2015) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38713
"25,983",03/2015,Angela: Asgard's Assassin (2015) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=38722
"25,984",04/2015,Angela: Asgard's Assassin (2015) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=38723
"25,985",05/2015,Angela: Asgard's Assassin (2015) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=38724
"25,986",06/2015,Angela: Asgard's Assassin (2015) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=38725
"25,987",07/2015,Angela: Asgard's Assassin (2015) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=38726
"25,988",02/2015,Thanos vs. Hulk (2015) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38727
"25,989",03/2015,Thanos vs. Hulk (2015) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=38728
"25,990",04/2015,Thanos vs. Hulk (2015) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=38729
"25,991",05/2015,Thanos vs. Hulk (2015) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=38730
"25,992",10/2014,Thanos: The Infinity Revelation (2014) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=37884
"25,993",04/2015,Iron Fist: The Living Weapon (2014) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=38731
"25,994",05/2015,Iron Fist: The Living Weapon (2014) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=38746
"25,995",06/2015,Iron Fist: The Living Weapon (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38747
"25,996",07/2015,Iron Fist: The Living Weapon (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38748
"25,997",05/2015,Guardians Team-Up (2015) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38749
"25,998",05/2015,Guardians Team-Up (2015) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=38750
"25,999",03/2015,X-Men (2013) #23,-,https://cmro.travis-starnes.com/detail.php?idvalue=38751
"26,000",04/2015,X-Men (2013) #24,-,https://cmro.travis-starnes.com/detail.php?idvalue=38752
"26,001",05/2015,X-Men (2013) #25,-,https://cmro.travis-starnes.com/detail.php?idvalue=38753
"26,002",06/2015,X-Men (2013) #26,-,https://cmro.travis-starnes.com/detail.php?idvalue=38754
"26,003",09/2014,All-New Captain America: Fear Him (Infinite ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=38755
"26,004",09/2014,All-New Captain America: Fear Him (Infinite ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=38768
"26,005",09/2014,All-New Captain America: Fear Him (Infinite ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=38769
"26,006",09/2014,All-New Captain America: Fear Him (Infinite ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=38770
"26,007",09/2014,All-New Captain America: Fear Him (Infinite ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=38771
"26,008",09/2014,All-New Captain America: Fear Him (Infinite ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=38772
"26,009",01/2015,Nightcrawler (2014) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=38773
"26,010",02/2015,Nightcrawler (2014) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=38774
"26,011",03/2015,Nightcrawler (2014) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=38775
"26,012",04/2015,Nightcrawler (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38776
"26,013",05/2015,Nightcrawler (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38777
"26,014",02/2015,Avengers: Millennium (Infinite Comic) (2015) ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=40432
"26,015",02/2015,Avengers: Millennium (Infinite Comic) (2015) ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=40440
"26,016",02/2015,Avengers: Millennium (Infinite Comic) (2015) ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=40441
"26,017",02/2015,Avengers: Millennium (Infinite Comic) (2015) ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=40442
"26,018",02/2015,Avengers: Millennium (Infinite Comic) (2015) ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=40443
"26,019",02/2015,Avengers: Millennium (Infinite Comic) (2015) ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=40444
"26,020",04/2015,Thor Annual (2015) #1 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=38806
"26,021",04/2015,Thor Annual (2015) #1 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=38807
"26,022",04/2015,Thor Annual (2015) #1 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=38808
"26,023",03/2015,Rocket Raccoon (2014) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=38809
"26,024",04/2015,Rocket Raccoon (2014) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=38810
"26,025",05/2015,Rocket Raccoon (2014) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=38811
"26,026",06/2015,Rocket Raccoon (2014) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=38812
"26,027",07/2015,Rocket Raccoon (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38813
"26,028",11/2014,Moon Knight (2014) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=38814
"26,029",12/2014,Moon Knight (2014) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=38815
"26,030",01/2015,Moon Knight (2014) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=38827
"26,031",02/2015,Moon Knight (2014) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=38828
"26,032",03/2015,Moon Knight (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38829
"26,033",04/2015,Moon Knight (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38830
"26,034",01/2015,All-New Captain America (2015) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38831
"26,035",02/2015,All-New Captain America (2015) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=38832
"26,036",03/2015,All-New Captain America (2015) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=38833
"26,037",04/2015,All-New Captain America (2015) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=38834
"26,038",05/2015,All-New Captain America (2015) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=38835
"26,039",06/2015,All-New Captain America (2015) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=38836
"26,040",05/2015,Storm (2014) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=38859
"26,041",06/2015,Storm (2014) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=38860
"26,042",07/2015,Storm (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38861
"26,043",03/2015,Nova (2013) #26,-,https://cmro.travis-starnes.com/detail.php?idvalue=38862
"26,044",04/2015,Nova (2013) #27,-,https://cmro.travis-starnes.com/detail.php?idvalue=38863
"26,045",05/2015,Nova Annual (2015) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38864
"26,046",02/2015,All-New Invaders (2014) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=38868
"26,047",03/2015,All-New Invaders (2014) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=38896
"26,048",04/2015,All-New Invaders (2014) #15,-,https://cmro.travis-starnes.com/detail.php?idvalue=38897
"26,049",12/2014,Fantastic Four (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38898
"26,050",01/2015,Fantastic Four (2014) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=38899
"26,051",02/2015,Fantastic Four (2014) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=38900
"26,052",03/2015,Fantastic Four (2014) #642,-,https://cmro.travis-starnes.com/detail.php?idvalue=38901
"26,053",04/2015,Fantastic Four (2014) #643,-,https://cmro.travis-starnes.com/detail.php?idvalue=38902
"26,054",05/2015,Fantastic Four (2014) #644,-,https://cmro.travis-starnes.com/detail.php?idvalue=38903
"26,055",06/2015,Fantastic Four (2014) #645 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=38904
"26,056",06/2015,Fantastic Four (2014) #645 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=40737
"26,057",06/2015,Fantastic Four (2014) #645 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=40738
"26,058",06/2015,Fantastic Four (2014) #645 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=40739
"26,059",06/2015,Fantastic Four (2014) #645 [E Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=40740
"26,060",02/2015,S.H.I.E.L.D. (2015) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=40752
"26,061",03/2015,S.H.I.E.L.D. (2015) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=40753
"26,062",04/2015,S.H.I.E.L.D. (2015) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=40754
"26,063",06/2015,S.H.I.E.L.D. (2015) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=40755
"26,064",05/2015,Hulk (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38905
"26,065",05/2015,Hulk (2014) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=38922
"26,066",06/2015,Hulk (2014) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=38923
"26,067",06/2015,Hulk (2014) #15,-,https://cmro.travis-starnes.com/detail.php?idvalue=38924
"26,068",07/2015,Hulk (2014) #16 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=38925
"26,069",07/2015,Hulk (2014) #16 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=40741
"26,070",12/2014,X-Force (2014) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=38926
"26,071",12/2014,X-Force (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38927
"26,072",01/2015,X-Force (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38928
"26,073",02/2015,X-Force (2014) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=38929
"26,074",03/2015,X-Force (2014) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=38930
"26,075",04/2015,X-Force (2014) #15,-,https://cmro.travis-starnes.com/detail.php?idvalue=38931
"26,076",02/2015,Daredevil (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38953
"26,077",03/2015,Daredevil (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38954
"26,078",02/2015,Spider-Man and the X-Men (2015) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38958
"26,079",03/2015,Spider-Man and the X-Men (2015) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=38959
"26,080",04/2015,Spider-Man and the X-Men (2015) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=38960
"26,081",05/2015,Spider-Man and the X-Men (2015) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=38961
"26,082",06/2015,Spider-Man and the X-Men (2015) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=39542
"26,083",06/2015,Spider-Man and the X-Men (2015) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=38978
"26,084",01/2015,Captain Marvel (2014) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=38979
"26,085",02/2015,Captain Marvel (2014) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=38980
"26,086",03/2015,Captain Marvel (2014) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=38981
"26,087",04/2015,Captain Marvel (2014) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=38982
"26,088",05/2015,Captain Marvel (2014) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=38983
"26,089",02/2015,Amazing Spider-Man Annual (2015) #1 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=39002
"26,090",02/2015,Amazing Spider-Man Annual (2015) #1 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=39004
"26,091",03/2015,Amazing X-Men (2014) #15,-,https://cmro.travis-starnes.com/detail.php?idvalue=39005
"26,092",03/2015,Amazing X-Men (2014) #16,-,https://cmro.travis-starnes.com/detail.php?idvalue=39006
"26,093",04/2015,Amazing X-Men (2014) #17,-,https://cmro.travis-starnes.com/detail.php?idvalue=39007
"26,094",05/2015,Amazing X-Men (2014) #18,-,https://cmro.travis-starnes.com/detail.php?idvalue=39008
"26,095",06/2015,Amazing X-Men (2014) #19,-,https://cmro.travis-starnes.com/detail.php?idvalue=39009
"26,096",01/2015,Guardians of the Galaxy (2013) #21,-,https://cmro.travis-starnes.com/detail.php?idvalue=39010
"26,097",02/2015,Guardians of the Galaxy (2013) #22,-,https://cmro.travis-starnes.com/detail.php?idvalue=39011
"26,098",03/2015,Guardians of the Galaxy (2013) #23,-,https://cmro.travis-starnes.com/detail.php?idvalue=39023
"26,099",02/2015,Guardians of the Galaxy Annual (2015) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=39290
"26,100",12/2014,Deathlok (2014) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=39024
"26,101",01/2015,Deathlok (2014) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=39025
"26,102",02/2015,Deathlok (2014) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=39026
"26,103",03/2015,Deathlok (2014) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=39027
"26,104",04/2015,Deathlok (2014) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=39028
"26,105",05/2015,Deathlok (2014) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=39029
"26,106",02/2015,Magneto (2014) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=39030
"26,107",03/2015,Magneto (2014) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=39031
"26,108",03/2015,Magneto (2014) #15,-,https://cmro.travis-starnes.com/detail.php?idvalue=39032
